fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,wine_type,flag_free_sulfur_gt_total,total_acidity,sulfur_ratio,residual_sugar_log,chlorides_log,density_alcohol,sugar_to_alcohol,target_is_high_quality
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,white,False,7.72,0.35672514411271844,2.806386101823072,0.03633192924739028,8.787680000000002,1.7670452537448575,0
6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,3.42,0.49,11.5,white,False,6.91,0.35820895255067947,0.9932517730102833,0.03052920503482287,11.40455,0.1478260741020805,0
8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,white,False,8.690000000000001,0.23999999808000003,0.9162907318741551,0.0295588022415444,12.383750000000001,0.11999999040000077,0
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.25,10.5,white,False,9.889999999999999,0.23728813157138762,0.6931471805599453,0.04114194333117518,10.418099999999999,0.09523808616780133,0
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,3.29,0.3,9.7,white,False,7.96,0.1489361694205523,2.0412203288596382,0.06203539091945264,9.65926,0.6907215782761261,0
7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,white,False,8.28,0.20645161157127992,0.9555114450274363,0.039220713153281295,11.2209,0.14159290782363648,0
9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,2.74,0.47,10.8,white,False,10.389999999999999,0.18644067480609028,0.7884573603642702,0.032467190137501496,10.720080000000001,0.11111110082304622,0
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,white,False,8.7,0.24260354886033403,2.0918640616783932,0.04401688541677433,10.55654,0.6698112575649757,0
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,white,False,8.929999999999998,0.18279569695918607,0.6931471805599453,0.03343477608623739,11.590019999999999,0.0854700781649506,1
8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.9993,2.94,0.48,9.2,white,False,8.99,0.10909090859504132,2.5726122302071057,0.26313319953036823,9.19356,1.3152172483459514,0
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,white,False,7.9,0.19841269683799448,2.0918640616783932,0.026641930946421175,11.0223,0.6396395820144521,1
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,white,False,6.960000000000001,0.07126436748843969,0.7654678421395714,0.04305948946044697,10.911999999999999,0.10454544504132318,0
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,white,False,6.620000000000001,0.39370078430156863,1.9459101490553132,0.03343477608623739,12.4,0.4799999616000031,1
7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,3.16,0.67,10.0,white,False,8.27,0.18260869406427224,0.7884573603642702,0.037295784743696894,9.94,0.11999998800000121,0
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,white,False,7.82,0.28431372270280664,1.1939224684724346,0.032467190137501496,12.18684,0.18699185471610935,1
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,white,False,7.49,0.21839080208746206,1.4816045409242156,0.022739486969489426,12.575539999999998,0.2677165143530304,0
6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,3.1,0.42,10.5,white,False,7.46,0.18181818016528928,2.0149030205422647,0.038258712117090345,10.44015,0.6190475600907086,0
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,white,False,10.19,0.22935779606093765,0.7884573603642702,0.045928931888399804,12.40125,0.09599999232000062,0
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,white,False,9.05,0.18749999804687503,0.7654678421395714,0.032467190137501496,12.28964,0.09274192800468323,0
7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,white,False,7.89,0.19327731011228022,2.6390573296152584,0.042101176018635396,8.68782,1.4942527018100344,0
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,white,False,8.68,0.35087718990458605,1.7047480922384253,0.0295588022415444,12.3008,0.3629031965400648,1
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,white,False,8.709999999999999,0.2903225775234132,1.9242486522741338,0.032467190137501496,12.4992,0.46428567743764465,1
7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,white,False,8.39,0.22137404411164852,1.824549292051046,0.03633192924739028,10.9373,0.47272722975207004,0
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,white,False,8.27,0.3032258044953174,0.832909122935104,0.042101176018635396,10.03637,0.12871285854328135,0
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,white,False,8.43,0.23589743468770547,0.9932517730102833,0.03536714383729131,10.4265,0.16190474648526224,0
7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,white,False,7.93,0.30172413532996434,1.5260563034950492,0.023716526617316044,10.821520000000001,0.3302751990573212,0
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,white,False,7.91,0.27343749786376953,1.308332819650179,0.04018178963283184,13.3596,0.1999999851851863,1
10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,white,False,11.030000000000001,0.17073170627602618,1.1631508098056809,0.04114194333117518,9.6806,0.22680410032947423,0
7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,3.45,0.43,9.2,white,False,8.32,0.24719100984724152,1.0296194171811581,0.04018178963283184,9.15768,0.19565215264650518,0
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,white,False,8.0,0.17647058729160114,1.1314021114911006,0.03536714383729131,10.534279999999999,0.19811318885724635,1
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,white,False,8.95,0.2553191471253961,2.028148247292285,0.032467190137501496,13.190940000000001,0.4962405641924388,1
6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,white,False,6.88,0.17557251774372123,1.8082887711792655,0.03633192924739028,10.043439999999999,0.5049504450544114,0
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,white,False,9.38,0.26609441945882223,2.920469789053444,0.04114194333117518,9.39906,1.8670210779764813,0
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,white,False,8.6,0.2455089805658145,1.824549292051046,0.05354076692802982,10.55018,0.49056599145603863,1
7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,white,False,7.75,0.31249999609375007,0.7419373447293773,0.044973365642731154,11.2096,0.09734512412875009,0
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,white,False,7.6899999999999995,0.27397259898667675,0.7419373447293773,0.04401688541677433,10.719000000000001,0.10185184242112572,1
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,white,False,9.41,0.23589743468770547,2.4595888418037104,0.04974209189481407,10.38024,1.0288460549186484,0
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,white,False,5.79,0.299999998125,1.8164520818184267,0.03343477608623739,10.4496,0.49047614376417686,1
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,white,False,6.275,0.18666666542222224,0.7419373447293773,0.04783732941416013,9.23211,0.11827955717424117,0
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,white,False,6.165,0.1578947358033241,0.7419373447293773,0.045928931888399804,9.23211,0.11827955717424117,0
7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,white,False,7.96,0.315151513241506,1.0296194171811581,0.03633192924739028,12.09142,0.14754097151303514,1
7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,white,False,7.890000000000001,0.3866666640888889,0.6931471805599453,0.1292723357041392,9.141119999999999,0.10869564035916954,0
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,white,False,6.96,0.2788461511649409,1.0296194171811581,0.055434706888100586,10.25777,0.17475726458667334,0
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,white,False,8.129999999999999,0.17834394790863728,0.8754687373538999,0.044973365642731154,9.34924,0.14893615436849422,0
6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,white,False,6.84,0.3946188323111263,2.0412203288596382,0.03536714383729131,10.14696,0.6568626806997373,0
6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,white,False,7.3500000000000005,0.30660377213866147,2.0541237336955462,0.03343477608623739,8.9595,0.7555554716049476,0
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,white,False,6.79,0.26122448872969595,2.0541237336955462,0.03536714383729131,9.254430000000001,0.7311827170771272,0
6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,white,False,6.930000000000001,0.26694915141123243,2.0918640616783932,0.03633192924739028,9.15584,0.7717390465501037,0
7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,white,False,8.17,0.19871794744411572,0.9162907318741551,0.048790164169432,9.34924,0.15957445110910096,0
9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,white,False,10.35,0.34753363072854876,0.8960880245566356,0.038258712117090345,9.4468,0.15263156288088814,0
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,white,False,7.6899999999999995,0.20547944924000755,0.7884573603642702,0.03536714383729131,9.83862,0.12121210896847384,0
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,white,False,7.55,0.2068965505350773,2.128231705849268,0.05732506661926941,11.058929999999998,0.6666666066066121,1
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,white,False,8.120000000000001,0.3103448249108205,1.6486586255873816,0.027615167032973367,12.189300000000001,0.3414633868728954,1
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,white,False,8.64,0.2760736179381987,2.747270914255491,0.04305948946044697,8.60258,1.6976742212006721,1
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,white,False,8.2,0.1448275852080856,2.4423470353692043,0.039220713153281295,9.36804,1.1170211577637066,0
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,white,False,9.31,0.28947368268698065,2.6946271807700692,0.046883585898850416,9.39342,1.4680849502037288,0
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,white,False,9.07,0.18253968109095492,0.7419373447293773,0.03633192924739028,10.83242,0.10091742193418149,0
7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,white,False,7.699999999999999,0.19753086297820455,1.840549633397487,0.15614868248993136,9.3671,0.5638297272521566,0
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,white,False,6.6899999999999995,0.15151515036730948,0.9162907318741551,0.06203539091945264,9.142959999999999,0.16304346053875432,0
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,white,False,7.6000000000000005,0.07518796935948896,1.7749523509116738,0.07973496801885356,10.73736,0.4537036616941054,0
6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62,10.5,white,False,7.169999999999999,0.09150326737579564,1.0647107369924282,0.0246926125903715,10.4244,0.1809523637188225,0
7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,white,False,8.37,0.20714285566326532,0.9932517730102833,0.025667746748577788,12.3875,0.13599998912000089,0
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,white,False,8.31,0.15476190384070296,1.0296194171811581,0.027615167032973367,11.99231,0.14876031828427122,1
7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,white,False,8.45,0.3469387731500764,2.4595888418037104,0.038258712117090345,8.67999,1.2298849161051821,0
8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,white,False,8.809999999999999,0.3311258256216833,2.2823823856765264,0.025667746748577788,12.607289999999999,0.692913331266667,1
6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,white,False,7.05,0.2721088416863344,1.0296194171811581,0.048790164169432,11.29968,0.15789472299169097,1
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,white,False,8.910000000000002,0.3181818152892562,0.9555114450274363,0.03149866705937099,12.78003,0.12403099813713193,1
7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,white,False,7.8500000000000005,0.2660550434306877,0.8754687373538999,0.028587456851912555,12.67456,0.10937499145507878,1
6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,white,False,7.06,0.1923076898422091,0.9555114450274363,0.03343477608623739,11.110399999999998,0.14285713010204198,0
8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,white,False,8.89,0.1632653044564765,0.9162907318741551,0.032467190137501496,9.6418,0.1546391593155506,0
7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,white,False,8.05,0.28272251160878265,2.322387720290225,0.037295784743696894,9.667019999999999,0.9484535104687103,0
6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54,10.3,white,False,6.67,0.1772151876301875,0.7419373447293773,0.03633192924739028,10.2279,0.10679610613630039,0
6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,white,False,7.51,0.09803921472510574,1.667706820558076,0.0295588022415444,11.518799999999999,0.3706896232164118,0
6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,white,False,7.53,0.09803921472510574,1.6486586255873816,0.03052920503482287,11.518799999999999,0.3620689343044023,0
7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,white,False,8.209999999999999,0.2290076318396364,1.791759469228055,0.04401688541677433,10.83678,0.45871555424627947,0
7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,white,False,8.1,0.23770491608438593,2.0541237336955462,0.04401688541677433,12.5055,0.5396824968505955,1
7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,white,False,8.03,0.2760736179381987,1.824549292051046,0.039220713153281295,12.307,0.41935480489074156,0
7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,white,False,8.309999999999999,0.2710843357163594,1.749199854809259,0.04114194333117518,11.4172,0.4130434423440485,0
9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,0.35,10.2,white,False,9.625,0.3270440231003521,1.9315214116032138,0.04401688541677433,10.149,0.5784313158400672,0
6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.27,11.4,white,False,7.500000000000001,0.28977272562629136,2.163323025660538,0.03149866705937099,11.33046,0.6754385372422336,0
7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,white,False,8.010000000000002,0.18396226328319687,2.0014800002101243,0.06485097231961633,9.55968,0.6666665972222295,0
8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,white,False,8.759999999999998,0.36809815725093153,2.2082744135228043,0.0344014267173324,10.25056,0.78640769064003,0
8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,white,False,9.3,0.26754385847568485,2.9096295745005794,0.037295784743696894,9.3,1.8655911972482586,0
7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,white,False,8.49,0.14912280570944908,1.0296194171811581,0.048790164169432,10.644359999999999,0.16822428334352496,1
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,white,False,7.44,0.32380952072562363,1.0296194171811581,0.045928931888399804,12.672,0.14062498901367274,1
9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,white,False,10.43,0.1619718298452688,0.9162907318741551,0.04783732941416013,9.4601,0.15789472022160841,0
9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,3.02,0.45,10.4,white,False,10.03,0.1692307679289941,0.9555114450274363,0.044973365642731154,10.345920000000001,0.15384613905325586,0
9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,white,False,10.120000000000001,0.14893616862833864,0.9555114450274363,0.04783732941416013,10.247470000000002,0.15533979074370965,0
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,white,False,5.6450000000000005,0.26056337844673677,2.6741486494265287,0.04018178963283184,9.8703,1.3636362258953307,0
6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,white,False,6.75,0.3189655144916766,1.55814461804655,0.038258712117090345,10.621889999999999,0.350467256965677,0
9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,white,False,10.39,0.09999999937500001,0.832909122935104,0.039220713153281295,10.4349,0.12380951201814172,0
9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,9.6,white,False,9.94,0.07526881679963002,0.832909122935104,0.044973365642731154,9.55104,0.13541665256076538,0
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,white,False,7.11,0.2721893475018382,1.9740810260220096,0.039220713153281295,9.25629,0.6666665949820866,0
8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,white,False,8.659999999999998,0.3888888864883402,2.3702437414678603,0.04305948946044697,9.97,0.9699999030000097,0
7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,white,False,8.415000000000001,0.21052631468144045,1.0986122886681098,0.025667746748577788,11.12384,0.17857141262755247,0
7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,white,False,7.49,0.11864406712630471,0.8754687373538999,0.038258712117090345,10.721160000000001,0.12962961762688724,0
6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,white,False,6.86,0.2604166639539931,0.7419373447293773,0.04305948946044697,10.22996,0.10679610613630039,0
6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,white,False,7.180000000000001,0.25213675105924466,2.028148247292285,0.037295784743696894,8.7604,0.749999914772737,0
7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,white,False,8.21,0.05263157848568791,0.9162907318741551,0.04305948946044697,12.68992,0.11718749084472728,0
7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,white,False,8.1,0.14912280570944908,1.7227665977411035,0.027615167032973367,13.081199999999999,0.34848482208448317,0
5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56,10.1,white,False,5.709999999999999,0.18421052510387811,0.6418538861723948,0.03633192924739028,10.0192,0.08910890206842555,0
6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,white,False,6.66,0.24844720342579377,0.9932517730102833,0.08892620919440151,10.9164,0.15454544049586905,0
6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,white,False,7.41,0.11538461475063398,0.832909122935104,0.042101176018635396,10.721160000000001,0.12037035922496675,0
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,white,False,8.5,0.24561403293321024,1.1939224684724346,0.039220713153281295,12.68608,0.17968748596191514,1
6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,white,False,7.4399999999999995,0.19642857025935376,2.0541237336955462,0.04114194333117518,9.16136,0.7391303544423529,0
6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,white,False,7.39,0.2634730523145326,0.9162907318741551,0.045928931888399804,10.4244,0.142857129251702,0
5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,white,False,5.9,0.16049382517908858,0.7884573603642702,0.027615167032973367,11.585339999999999,0.10256409379794071,0
8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,white,False,9.02,0.1923076904585799,1.1314021114911006,0.050693114315518116,9.443,0.22105260831025178,0
8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,white,False,8.920000000000002,0.22222222016460907,1.1631508098056809,0.048790164169432,9.443,0.23157892299169236,0
6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,white,False,7.2700000000000005,0.21818181619834712,2.2823823856765264,0.05638033343610764,8.775360000000001,0.9999998863636493,0
7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,white,False,8.700000000000001,0.32857142700680275,2.8903717578961645,0.048790164169432,9.30372,1.827956792692818,1
7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,white,False,8.4,0.3444444425308642,1.0296194171811581,0.03343477608623739,12.4866,0.1428571315192753,1
9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,white,False,9.74,0.24299065193466682,0.7884573603642702,0.046883585898850416,12.29832,0.09677418574401728,0
5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,white,False,6.15,0.3174603157806333,1.1939224684724346,0.045928931888399804,10.0495,0.22772274973042084,0
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,white,False,8.45,0.2360248432545041,2.0794415416798357,0.04114194333117518,11.13392,0.6249999441964337,1
6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,white,False,7.18,0.15936254916588627,2.0014800002101243,0.046883585898850416,9.956,0.6399999360000065,0
8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,white,False,9.25,0.3189655144916766,2.5764217586237734,0.032467190137501496,10.75572,1.124999895833343,0
7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,white,False,7.680000000000001,0.41322313708080055,0.5877866649021191,0.039220713153281295,9.922,0.07999999200000081,0
7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,white,False,8.370000000000001,0.08609271466163765,1.0986122886681098,0.028587456851912555,10.328240000000001,0.19230767381656982,0
6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,white,False,7.159999999999999,0.2872928160923049,2.5952547069568657,0.05732506661926941,9.784320000000001,1.2653059933361233,0
7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,white,False,7.9,0.3090909072176309,1.0647107369924282,0.04018178963283184,12.08776,0.15573769215264818,1
7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,white,False,8.059999999999999,0.3185840679771321,0.7419373447293773,0.042101176018635396,12.5857,0.08661416640833337,1
7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,white,False,7.85,0.2822085872257142,1.9740810260220096,0.038258712117090345,12.11216,0.5081966796560099,1
8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.34,11.9,white,False,8.95,0.21604938138241123,1.9878743481543455,0.038258712117090345,11.82384,0.5294117202175025,1
9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,white,False,9.94,0.24590163531308795,0.6418538861723948,0.04114194333117518,10.32096,0.08653845321745643,0
8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,white,False,8.96,0.18032786737436174,1.589235205116581,0.03343477608623739,12.693760000000001,0.30468747619629094,1
6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,white,False,7.2,0.30769230532544384,1.589235205116581,0.026641930946421175,12.58062,0.3070865899931819,1
7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,white,False,8.23,0.24022346234512032,1.0296194171811581,0.039220713153281295,8.9595,0.19999997777778028,0
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,white,False,8.2,0.2657342638759842,0.7419373447293773,0.039220713153281295,11.293980000000001,0.09649121960603338,0
7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,white,False,7.93,0.28795811367561197,2.797281334830153,0.048790164169432,8.9,1.730336884231811,0
6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,white,False,6.99,0.25748502839829324,2.0149030205422647,0.038258712117090345,9.25629,0.6989246560296069,0
6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,white,False,7.47,0.3398058219436328,1.2237754316221157,0.046883585898850416,11.8932,0.19999998333333474,1
6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,white,False,7.010000000000001,0.23484848306932968,0.8754687373538999,0.039220713153281295,10.71576,0.12962961762688724,1
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,white,False,6.58,0.35443037750360523,1.9021075263969205,0.04305948946044697,10.44855,0.5428570911564675,0
6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,white,False,6.41,0.2955145103139076,1.9021075263969205,0.037295784743696894,10.54488,0.5377357983268115,1
6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,white,False,6.98,0.3652173881285445,0.8754687373538999,0.039220713153281295,11.19378,0.12389379434568192,1
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,white,False,7.380000000000001,0.15624999837239587,0.8754687373538999,0.04974209189481407,9.443,0.14736840554016783,0
6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,3.33,0.33,10.1,white,False,7.11,0.24999999821428573,0.7884573603642702,0.044973365642731154,10.02627,0.1188118694245674,1
7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,white,False,7.55,0.23157894493074796,0.6418538861723948,0.03633192924739028,10.80626,0.0825687997643303,0
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,white,False,8.11,0.16521738986767487,1.5686159179138452,0.05638033343610764,8.86262,0.4269662441610962,0
7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,white,False,8.510000000000002,0.22702702579985393,2.7180005319553784,0.15529288440603534,9.285120000000001,1.521505212741375,0
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,white,False,8.27,0.19827586035969086,1.0647107369924282,0.050693114315518116,10.33864,0.18269229012574134,0
